domain_id	domain_name	code	evidence_name
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-174	Key Management System Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-175	Encryption Key Usage Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-177	TLS Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-180	System Hardening Playbooks — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-181	Infrastructure Build Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-196	Release Notification Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-201	Encryption Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-202	CI/CD Pipeline Execution Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-203	Automated Test Execution Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-206	Source Code Repository Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-208	Source Code Repository Activity Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-21	User Consent Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-211	Environment Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-215	Documentation Publication Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-23	User Consent Capture Configuration — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-233	Data Retention Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-237	Infrastructure Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-240	VPN Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-259	AI System Control Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-285	Privacy Management Tool Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-286	Privacy Compliance Monitoring Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-3	Backup Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-318	Static Code Analysis Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-321	CI/CD Pipeline Notification Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-331	CI/CD Pipeline Access Control Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-346	AI Data Preparation Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-356	API Logging Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-361	Schema Validation Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-365	API Documentation Site — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-366	API Specification Files — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-375	Data Storage Location Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-379	Data Masking Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-391	Authentication System Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-4	Automated Backup Job Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-405	AI Model Validation Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-409	Privileged Access Management Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-410	Privileged Access Activity Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-415	GitHub Pull Request Review Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-416	Release Approval Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-423	System Design Review Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-426	AI System Logging Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-439	AI Model Evaluation Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-453	AI Test Set Definitions — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-454	AI Test Execution Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-458	NTP Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-47	Cloud Infrastructure Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-511	Security Monitoring Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-517	Project Security Review Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-553	Software Bill of Materials (SBOM) — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-56	Static Code Analysis Tool Configuration — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-57	Static Code Analysis Scan Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-64	Product Authentication Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-65	Product Access Control Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-66	Product Security Testing Reports — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-73	Code Review Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-74	Production Deployment Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-81	Infrastructure-as-Code Repository Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-82	CI/CD Pipeline Configuration Records — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-83	Infrastructure Deployment Logs — DevOps
6874f3ab-44fc-4b3e-a95e-bd01e03bf933	DevOps / CI-CD / Source Control	EV-9	Data Store Encryption Configuration Records — DevOps
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-113	Employee Background Verification Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-114	Contractor Background Verification Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-119	Employee Handbook Acknowledgement Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-121	Employee Disciplinary Action Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-128	Organizational Chart — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-129	Employee Role and Responsibility Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-130	Employee Confidentiality Agreement Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-131	Contractor Confidentiality Agreement Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-136	Employee Performance Review Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-137	Employee Probation Review Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-140	Employee Policy Acknowledgement Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-144	Candidate Interview Evaluation Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-146	Job Description Documents — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-160	Acceptable Use Policy Acknowledgement Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-227	Board Composition Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-230	Board Member Qualification Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-25	Employee Termination Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-26	Employee Offboarding Checklist Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-292	Employee Training Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-317	Secure Coding Training Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-337	Privacy Officer Appointment Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-402	Team Role Assignment Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-417	AI Development Training Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-521	Role and Responsibility Register — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-564	Employee Reference Check Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-69	Security Officer Job Description — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-88	Security Awareness Training Records — HR
465c7082-4a36-4567-b535-e6fe16994eec	HR / Employee Management	EV-89	Employee Onboarding Training Records — HR
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-126	SSO Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-127	SSO Authentication Logs — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-151	Role Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-154	MFA Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-167	Backup Access Control Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-189	Log Access Control Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-207	Repository Access Control Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-37	User Access Provisioning Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-39	Privileged Access Register — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-40	Password Manager User Access Reports — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-461	Session Timeout Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-463	Remote Access Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-476	Account Lockout Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-522	Privileged Access Review Reports — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-75	Access Review Reports — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-77	Password Configuration Records — IAM
311fd3a8-255b-4bc8-b6a0-0fe625d81341	IAM / Identity Compliance	EV-78	Authentication System Configuration Reports — IAM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-102	Change Management / Deployment Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-106	Change Request Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-13	AI Model Training Data Approval Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-145	Access Request and Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-147	Access Revocation Ticket Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-153	Data Subject Request Ticket Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-159	Production Data Access Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-18	Asset Provisioning Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-19	Asset Decommissioning Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-213	Customer Support Ticket Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-220	Corrective Action Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-221	Corrective Action Tracking Reports — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-229	Incident Management Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-27	Access Revocation Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-270	Data Subject Appeal Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-277	DSAR Request Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-278	DSAR Fulfillment Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-31	Security Incident Register — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-32	Incident Management Ticket Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-324	Emergency Change Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-325	Emergency Change Review Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-329	Customer Complaint Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-330	Complaint Resolution Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-338	Customer Feedback / Complaint Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-347	Internal Support Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-35	Access Request Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-351	AI Incident Management Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-36	Access Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-373	User Behavior Investigation Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-38	Corrective Action Tracking Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-381	Personal Data Correction Requests — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-387	Public Content Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-394	Insider Threat Investigation Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-408	Customer Engagement Activity Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-414	Incident Notification Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-437	Customer Feedback Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-444	AI Concern Reporting Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-473	Security Incident Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-489	Data Disposal Request Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-5	Backup Failure Incident Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-507	Disaster Recovery Test Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-51	Security Alert Investigation Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-519	Access Review Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-543	Data Subject Access Request Register — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-544	Data Subject Access Request Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-554	License Compliance Review Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-568	Vulnerability Report Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-58	Static Code Analysis Vulnerability Tracking Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-62	Vendor Onboarding Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-71	Change Management Tickets — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-72	Change Approval Records — ITSM
cd4015e2-8a3f-4f54-a3ee-9dfddb048f84	ITSM	EV-99	Vulnerability Remediation Tickets — ITSM
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-184	Physical Access Control System Records — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-185	Physical Access Revocation Records — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-186	Physical Access Review Reports — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-487	Badge Access System Access Logs — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-497	Surveillance Recording Logs — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-573	Badge Access System Configuration Records — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-91	Visitor Access Register — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-92	Visitor Access Approval Records — Physical
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-PHYS-BADGE-AUD	Badge access audit
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-PHYS-CCTV-RET	CCTV retention policy
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-PHYS-PERIM	Facility perimeter assessment
2e615251-860d-4f37-9c1e-7334b67fdff4	Physical Security System	EV-PHYS-VIS-LOG	Visitor access records
55890cf9-a72e-4a13-a9bd-2da8d02d8968	Project Management / Productivity	EV-PM-BURNDOWN	Release burndown chart
55890cf9-a72e-4a13-a9bd-2da8d02d8968	Project Management / Productivity	EV-PM-RES-ALLOC	Resource allocation view
55890cf9-a72e-4a13-a9bd-2da8d02d8968	Project Management / Productivity	EV-PM-ROADMAP	Product roadmap snapshot
55890cf9-a72e-4a13-a9bd-2da8d02d8968	Project Management / Productivity	EV-PM-SPRINT-BL	Sprint backlog export
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-108	Web Application Firewall Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-109	Web Application Firewall Event Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-122	Dependency Vulnerability Scan Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-123	Dependency Scan Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-124	Intrusion Detection System Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-125	Intrusion Detection Alert Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-138	Patch Deployment Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-139	Vulnerability Scan Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-14	AI Training Dataset Access Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-142	Vulnerability Remediation Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-161	Security Logging Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-164	Endpoint Protection Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-165	Endpoint Malware Detection Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-170	Performance Monitoring Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-173	System Utilization Monitoring Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-178	TLS Security Scan Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-182	Firewall Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-183	Firewall Rule Review Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-187	Administrative Activity Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-188	Centralized Log Storage Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-191	Data Deletion Execution Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-193	Centralized Log Collection Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-194	Log Retention Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-209	Endpoint Device Compliance Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-218	Compliance Monitoring Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-219	Compliance Monitoring Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-238	Infrastructure Monitoring Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-241	Network Access Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-244	Data Handling Compliance Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-249	Sensor Data Usage Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-254	Data Integrity Validation Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-260	AI System Override Execution Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-262	Consent Capture Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-272	AI Model Monitoring Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-273	AI Model Monitoring Reports — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-322	Production Change Notification Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-332	Production Deployment Activity Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-357	API Request Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-358	Security Event Monitoring Alerts — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-360	Data Anonymization Execution Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-362	API Validation Error Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-371	User Behavior Analytics Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-372	User Behavior Analytics Alerts — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-380	Data Masking Validation Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-382	Personal Data Update Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-41	Password Vault Access Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-413	System Status Page — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-427	AI System Usage Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-459	Time Synchronization Monitoring Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-464	Remote Access Authentication Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-469	File Integrity Monitoring Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-470	File Integrity Monitoring Alerts — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-477	Authentication Failure Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-479	Backup Monitoring Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-480	Backup Failure Alert Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-483	Anti-Malware Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-484	Malware Detection Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-488	Data Deletion / Disposal Execution Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-49	Security Event Logs — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-490	Mobile Device Management Configuration Records — Security
cd545de5-0565-447b-89ef-f137d2267a70	Security / Vulnerability Management	EV-50	Security Event Review Reports — Security
